1,0,472,1,0,472,1,1,881,5,1,993
1,0,442,1,0,442,2,1,933,4,1,704
1,0,477,1,0,477,1,1,884,6,1,715
2,1,1017,6,1,918,3,1,1069,6,1,918
3,0,950,3,0,950,5,1,966,7,1,951
5,0,1091,5,0,1091,1,1,994,5,0,1091
7,1,853,7,1,853,2,1,1053,4,1,976
2,1,1081,5,1,1016,2,1,1081,5,1,918
3,0,990,3,0,990,2,1,1047,4,1,922
5,0,916,5,0,916,1,1,1006,5,1,840
1,0,479,1,0,479,2,1,1037,5,1,838
3,1,984,5,1,704,3,1,975,3,1,984
1,0,454,1,0,454,2,1,906,5,1,888
1,0,393,1,0,393,6,1,1110,6,1,1110
3,0,959,3,0,959,2,1,917,4,1,956
3,0,1043,3,0,1043,2,1,962,8,1,930
1,0,361,1,0,361,1,1,829,6,1,868
1,0,542,1,0,542,2,1,1014,5,1,986
1,0,548,1,0,548,4,1,950,4,1,667
3,0,965,3,0,965,2,1,884,4,1,812
1,0,346,1,0,346,1,1,912,4,1,833
1,0,448,1,0,448,4,1,1120,6,1,929
1,0,287,1,0,287,2,1,822,5,1,897
1,0,542,1,0,542,1,1,952,6,1,909
1,0,501,1,0,501,2,1,901,6,1,926
1,0,488,1,0,488,1,1,1091,7,1,1030
3,0,991,3,0,991,1,1,844,4,1,874
3,0,930,3,0,1014,6,1,1056,6,1,1056
1,0,460,1,0,460,1,1,940,5,1,756
1,0,567,1,0,567,1,1,940,5,1,869
1,0,508,1,0,508,2,1,1043,5,1,740
1,0,368,1,0,368,4,1,978,6,1,1007
1,0,483,1,0,483,1,1,851,9,1,1009
3,0,977,3,0,977,2,1,971,4,1,961
1,0,380,1,0,380,2,1,883,7,1,853
1,1,991,6,1,1023,2,1,804,6,1,1023
3,0,1161,3,0,1161,3,0,1161,8,1,1061
1,0,361,1,0,361,4,1,1198,6,1,960
1,1,998,4,1,1001,1,1,998,4,1,989
7,1,1243,7,1,1243,7,1,1243,7,1,1243
3,0,1120,3,0,1120,3,0,1120,4,1,934
3,0,921,3,0,921,6,1,984,6,1,984
1,0,544,1,0,544,2,1,1015,6,1,914
4,0,1042,4,0,1042,1,1,929,6,1,889
1,0,585,1,0,585,1,1,1035,5,1,916
1,0,561,1,0,561,3,1,1167,4,1,963
1,0,471,1,0,471,1,1,893,7,1,1025
5,0,1127,5,0,1127,4,1,1032,5,0,1127
8,1,1011,8,1,1011,8,1,1011,4,1,1040
1,0,615,1,0,615,1,1,1083,6,1,1098
3,0,845,3,0,845,5,1,1042,6,1,892
1,0,451,1,0,451,4,1,1183,5,1,1027
1,0,400,1,0,400,2,1,940,4,1,843
1,0,387,1,0,387,2,1,739,4,1,858
1,0,582,1,0,582,7,1,1128,5,1,890
3,0,895,3,0,895,1,1,1081,4,1,881
3,0,977,3,0,977,3,1,1090,4,1,1043
3,0,893,3,0,893,1,1,910,4,1,818
1,1,1096,4,1,947,1,1,1096,4,1,943
4,0,1094,5,0,1053,2,1,1121,6,1,1049
4,1,1075,4,1,1118,4,1,1075,4,1,1075
1,0,498,1,0,498,1,1,969,5,1,1034
1,0,621,1,0,621,3,1,1134,4,1,773
1,0,626,1,0,626,4,1,979,8,1,1057
1,0,423,1,0,423,6,1,1276,6,1,1276
2,1,957,6,1,877,4,1,925,5,1,908
1,0,494,1,0,494,3,1,1090,5,1,939
1,0,473,1,0,473,2,1,1038,6,1,871
8,1,1059,8,1,1059,1,1,1069,7,1,947
3,1,1077,4,1,1080,2,1,1093,4,1,1080
3,0,976,3,0,976,3,1,1076,7,1,785
4,0,1016,4,0,1016,4,1,990,5,1,1113
7,1,1049,7,1,1049,1,1,1065,5,1,957
1,0,368,1,0,368,6,1,1021,6,1,1021
1,0,622,1,0,622,5,1,1172,5,1,1172
5,0,963,5,0,963,2,1,1000,5,0,963
1,0,403,1,0,403,3,1,975,4,1,848
3,0,862,3,0,862,1,1,994,5,1,870
1,0,475,1,0,475,4,1,1260,5,1,1109
1,1,992,5,1,946,1,1,945,5,1,946
7,1,805,7,1,805,4,1,1181,6,1,1226
5,0,1070,5,0,1070,5,1,901,8,1,1206
3,0,810,3,0,810,4,1,969,4,1,969
1,0,585,1,0,585,3,1,1090,6,1,991
3,0,1012,3,0,1012,3,0,1012,5,1,983
2,0,562,2,0,562,7,1,1258,5,1,1116
3,0,776,3,0,776,2,1,862,5,1,925
4,0,1113,5,0,1099,3,1,1066,5,0,1099
1,0,445,1,0,445,1,1,1137,8,1,1044
5,0,979,5,0,979,1,1,941,5,0,979
1,1,1003,5,1,978,2,1,1013,5,1,978
4,0,958,4,0,958,4,1,1009,5,1,600
1,1,1025,5,1,872,1,1,1076,5,1,872
3,0,984,3,0,984,5,1,957,5,1,979
2,0,500,2,0,500,2,1,885,5,1,802
5,0,1064,5,0,1064,1,1,851,5,0,1064
1,0,517,1,0,517,4,1,998,6,1,929
1,0,548,1,0,548,3,1,977,8,1,1039
3,0,926,3,0,926,6,1,895,6,1,895
3,0,889,3,0,889,3,1,930,4,1,869
