12,0,1593,12,0,1593,12,0,1593,12,0,1593
10,0,1305,10,0,1305,10,0,1305,10,0,1305
9,0,1356,10,0,1283,9,0,1356,10,0,1283
13,0,1563,13,0,1563,13,0,1563,13,0,1563
14,0,1632,14,0,1632,14,0,1632,14,0,1632
9,0,1485,10,0,1361,9,0,1485,10,0,1361
14,0,1578,14,0,1578,14,0,1578,14,0,1578
11,0,1491,11,0,1491,11,0,1491,11,0,1491
14,0,1606,14,0,1606,14,0,1606,14,0,1606
12,0,1434,13,0,1404,13,0,1404,13,0,1404
11,0,1383,11,0,1383,11,0,1383,11,0,1383
7,0,1413,9,0,1440,7,0,1413,9,0,1440
9,0,1532,10,0,1425,9,0,1532,10,0,1425
16,0,1681,16,0,1681,16,0,1681,16,0,1681
11,0,1442,11,0,1442,11,0,1442,11,0,1442
11,0,1525,11,0,1525,11,0,1525,11,0,1525
14,0,1548,14,0,1548,13,0,1571,14,0,1548
14,0,1563,14,0,1653,14,0,1653,14,0,1653
15,0,1676,15,0,1676,15,0,1676,15,0,1676
13,0,1570,14,0,1567,14,0,1567,14,0,1567
14,0,1616,15,0,1573,15,0,1573,15,0,1573
13,0,1614,13,0,1614,13,0,1614,13,0,1614
11,0,1417,11,0,1555,11,0,1417,11,0,1555
16,0,1621,16,0,1621,16,0,1621,16,0,1621
13,0,1573,13,0,1573,13,0,1573,13,0,1573
14,0,1567,14,0,1567,13,0,1536,14,0,1567
11,0,1453,11,0,1501,11,0,1453,11,0,1501
11,0,1577,11,0,1577,11,0,1577,11,0,1577
17,0,1700,17,0,1700,17,0,1700,17,0,1700
15,0,1692,15,0,1692,15,0,1692,15,0,1692
12,0,1442,12,0,1442,12,0,1442,12,0,1442
13,0,1525,13,0,1525,13,0,1525,13,0,1525
10,0,1346,10,0,1490,10,0,1346,10,0,1490
15,0,1660,15,0,1660,15,0,1660,15,0,1660
10,0,1478,10,0,1478,10,0,1478,10,0,1478
9,0,1284,11,0,1263,9,0,1284,11,0,1263
13,0,1498,13,0,1498,13,0,1498,13,0,1498
13,0,1532,13,0,1532,13,0,1532,13,0,1532
12,0,1575,13,0,1571,12,0,1575,13,0,1571
17,0,1700,17,0,1700,17,0,1700,17,0,1700
13,0,1656,13,0,1656,13,0,1656,13,0,1656
12,0,1624,12,0,1624,11,0,1318,12,0,1624
16,0,1654,16,0,1654,16,0,1654,16,0,1654
11,0,1499,11,0,1499,9,1,1514,11,0,1499
15,0,1527,15,0,1527,15,0,1527,15,0,1527
12,0,1629,12,0,1629,12,0,1629,12,0,1629
13,0,1632,13,0,1632,13,0,1632,13,0,1632
12,0,1579,12,0,1579,12,0,1579,12,0,1579
14,0,1529,14,0,1529,14,0,1529,14,0,1529
13,0,1529,13,0,1529,13,0,1529,13,0,1529
14,0,1675,14,0,1675,14,0,1675,14,0,1675
12,0,1576,12,0,1576,12,0,1576,12,0,1576
12,0,1506,13,0,1486,13,0,1486,13,0,1486
11,0,1455,11,0,1455,11,0,1455,11,0,1455
10,0,1362,11,0,1453,10,0,1362,11,0,1453
13,0,1366,13,0,1366,12,0,1416,13,0,1366
7,0,1338,8,0,1342,6,1,1325,8,0,1342
11,0,1407,11,0,1407,11,0,1407,11,0,1407
15,0,1688,15,0,1688,15,0,1688,15,0,1688
11,0,1438,13,0,1507,11,0,1438,13,0,1507
17,0,1700,17,0,1700,17,0,1700,17,0,1700
16,0,1631,16,0,1631,16,0,1631,16,0,1631
11,0,1292,12,0,1377,12,0,1377,12,0,1377
12,0,1362,12,0,1362,12,0,1362,12,0,1362
12,0,1597,13,0,1521,12,0,1597,13,0,1521
13,0,1561,13,0,1561,13,0,1561,13,0,1561
6,0,1445,7,0,1303,8,1,1124,8,1,1124
13,0,1537,13,0,1537,13,0,1526,13,0,1537
15,0,1642,15,0,1642,15,0,1642,15,0,1642
9,0,1421,11,0,1434,11,0,1434,11,0,1434
15,0,1517,15,0,1517,15,0,1517,15,0,1517
11,0,1595,14,0,1646,14,0,1646,14,0,1646
9,0,1434,9,0,1434,9,0,1434,9,0,1434
11,0,1564,12,0,1437,11,0,1564,12,0,1437
17,0,1700,17,0,1700,17,0,1700,17,0,1700
12,0,1492,12,0,1492,12,0,1492,12,0,1492
12,0,1539,12,0,1539,12,0,1539,12,0,1539
10,0,1582,12,0,1443,10,0,1582,12,0,1443
12,0,1581,12,0,1581,12,0,1581,12,0,1581
15,0,1658,15,0,1658,15,0,1658,15,0,1658
15,0,1672,15,0,1672,15,0,1672,15,0,1672
10,0,1295,11,0,1583,10,0,1295,11,0,1583
9,0,1508,10,0,1384,10,0,1357,10,0,1384
13,0,1566,13,0,1566,13,0,1566,13,0,1566
8,0,1331,8,0,1331,8,1,1388,8,1,1388
13,0,1488,13,0,1488,13,0,1488,13,0,1488
14,0,1544,14,0,1544,14,0,1544,14,0,1544
11,0,1233,11,0,1470,11,0,1233,11,0,1470
15,0,1622,15,0,1622,15,0,1622,15,0,1622
13,0,1431,13,0,1431,13,0,1431,13,0,1431
15,0,1610,15,0,1610,15,0,1610,15,0,1610
13,0,1561,13,0,1561,12,0,1561,13,0,1561
15,0,1688,15,0,1688,15,0,1688,15,0,1688
11,0,1484,11,0,1484,11,0,1484,11,0,1484
15,0,1645,15,0,1645,15,0,1645,15,0,1645
12,0,1483,12,0,1483,12,0,1483,12,0,1483
14,0,1553,14,0,1553,14,0,1553,14,0,1553
10,0,1413,11,0,1587,10,0,1413,11,0,1587
15,0,1616,15,0,1616,15,0,1616,15,0,1616
13,0,1531,13,0,1531,13,0,1531,13,0,1531
